title,link,description,cap_xet_xu,ap_dung_an_le,loai,dinh_chinh,thong_tin,pdf_link
Quyết định:số 281 ngày 08/08/2024 của TAND TP. Hồ Chí Minh(29.08.2025),https://congbobanan.toaan.gov.vn/2ta1884584t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,"Thông tin về vụ/việc:Nguyên đơn ông Nguyễn Hồng Q không nộp tạm ứng chi phí ủy thác tư pháp ra nước ngoài; đồng thời, nguyên đơn đã được triệu tập hợp lệ lần thứ hai mà vẫn vắng mặt, không vì sự kiện bất khả kháng, trở ngại khách quan là thuộc trường hợp đình chỉ giải quyết vụ án",https://congbobanan.toaan.gov.vn/5ta1884584t1cvn/281__HNST__2024__KHONG__30092024.pdf
Bản án:số 273 ngày 31/07/2024 của TAND TP. Hồ Chí Minh(29.08.2025),https://congbobanan.toaan.gov.vn/2ta1884570t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,"Thông tin về vụ/việc:Ông Huynh Van T  và bà Nguyễn Thị Phương U tự nguyện đăng ký kết hôn theo Giấy chứng 
nhận kết hôn.  Tuy nhiên, từ năm 2017 vợ chồng ông phát sinh mâu thuẫn, thường xuyên cãi vã, ông nhiều lần mong muốn hòa giải, hàn gắn tình cảm vợ chồng nhưng không có kết 
quả. Mâu thuẫn vợ chồng ngày càng trầm trọng, không thể có tiếng nói chung nên mục đích hôn nhân không đạt được, ông yêu cầu Tòa án giải quyết cho ông được ly hôn bà Nguyễn Thị Phương U.",https://congbobanan.toaan.gov.vn/5ta1884570t1cvn/273__HNST__2021__KHONG__31082024.pdf
Quyết định:số 03 ngày 06/01/2025 của TAND TP. Hồ Chí Minh(29.08.2025),https://congbobanan.toaan.gov.vn/2ta1884591t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Phúc thẩm,Không,Hôn nhân và gia đình,0,"Thông tin về vụ/việc:Người kháng cáo là bị đơn ông Nguyễn Thành K được Tòa án triệu tập hợp lệ lần thứ hai mà vắng mặt không vì sự kiện bất khả kháng hoặc trở ngại khách quan; ngoài ra, vụ án không có người khác kháng cáo, Viện kiểm sát không kháng nghị nên thuộc trường hợp đình chỉ xét xử phúc thẩm",https://congbobanan.toaan.gov.vn/5ta1884591t1cvn/032025HNPTKHONG06012025.pdf
Bản án:số 37 ngày 30/01/2024 của TAND TP. Hồ Chí Minh(29.08.2025),https://congbobanan.toaan.gov.vn/2ta1884571t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:Ly hôn,https://congbobanan.toaan.gov.vn/5ta1884571t1cvn/37_HNST_KHONG_30012024.pdf
Bản án:số 390 ngày 25/07/2025 của TAND TP. Hồ Chí Minh(29.08.2025),https://congbobanan.toaan.gov.vn/2ta1884549t1cvn/chi-tiet-ban-an,"Nguyễn Thanh T - phạm tội giết người 
                     (điều 123 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:Nguyễn Thanh T phạm tội ""Giết người""",https://congbobanan.toaan.gov.vn/5ta1884549t1cvn/3902025HSST_2572025__KHONG__2582025.pdf
Quyết định:số 258 ngày 28/05/2025 của TAND TP. Hồ Chí Minh(29.08.2025),https://congbobanan.toaan.gov.vn/2ta1884530t1cvn/chi-tiet-ban-an,"Quan hệ pháp luật:Y/c công nhận và cho thi hành án tại Việt Nam bản án, quyết định về dân sự...",Sơ thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Yêu cầu công nhận và cho thi hành tại Việt Nam bản án, quyết định về dân sự của Tòa án nước ngoài",https://congbobanan.toaan.gov.vn/5ta1884530t1cvn/258_DSST_2025_KHONG_2852025.pdf
Quyết định:số 250 ngày 26/05/2025 của TAND TP. Hồ Chí Minh(29.08.2025),https://congbobanan.toaan.gov.vn/2ta1884522t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Tranh chấp hợp đồng vay tài sản,https://congbobanan.toaan.gov.vn/5ta1884522t1cvn/250_DSST_2025_KHONG_2652025.pdf
Quyết định:số 22 ngày 15/01/2025 của TAND TP. Hồ Chí Minh(29.08.2025),https://congbobanan.toaan.gov.vn/2ta1884520t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về chia tài sản chung,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Tranh chấp tài sản chung,https://congbobanan.toaan.gov.vn/5ta1884520t1cvn/22_DSST_2025_KHONG_15012025.pdf
Bản án:số 992 ngày 05/12/2024 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1884122t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng mua bán nhà,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:nguyên đơn khởi kiện yêu cầu công nhận hiệu lực của hợp đồng mua bán nhà; bị đơn phản tố yêu cầu vô hiệu hợp đồng. Toà án cấp sơ thẩm và phúc thẩm chấp nhận yêu cầu khởi kiện của nguyên đơn,https://congbobanan.toaan.gov.vn/5ta1884122t1cvn/992_DSPT_KHONG_2025.pdf
Bản án:số 870 ngày 26/09/2024 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1884114t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng chuyển nhượng quyền sử dụng đất,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Nguyên đơn khởi kiện yêu cầu tuyên bố hợp đồng chuyển nhượng vô hiệu và yêu cầu huỷ giấy chứng nhận. Toà án cấp sơ thẩm chấp nhận một phần yêu cầu khởi kiện về thực hiện nghĩa vụ thanh toán, không chấp nhận yêu cầu về việc tuyên bố hợp đồng vô hiệu. Toà án cấp phúc thẩm không chấp nhận kháng cáo, sửa 1 phần bản án sơ thẩm ghi nhận sự tự nguyện giảm nghĩa vụ thanh toán",https://congbobanan.toaan.gov.vn/5ta1884114t1cvn/870_DSPT_2024_KHONG.pdf
Bản án:số 502 ngày 09/08/2024 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1884072t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Ông T khởi kiện bà X yêu cầu thực hiện nghĩa vụ trả nợ theo Hợp đồng vay tài sản được lập bằng Vi bằng tại Văn phòng T4. Toà án nhân dân Thành phố Hồ Chí Minh chấp nhận toàn bộ yêu cầu khởi kiện buộc bà X phải thực hiện nghĩa vụ trả nợ,https://congbobanan.toaan.gov.vn/5ta1884072t1cvn/502_2024_DSST_KHONG_0982024.pdf
Bản án:số 881 ngày 27/09/2024 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1884090t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về quyền sở hữu và các quyền khác đối với tài sản,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Nguyên đơn khởi kiện yêu cầu công nhận tài sản tranh chấp là di sản thừa kế của nguyên đơn và các đồng thừa kế; yêu cầu bị đơn phải hoàn trả lại tài sản. Toà án cấp sơ thẩm chấp nhận yêu cầu khởi kiện của nguyên đơn. Toà án cấp phúc thẩm không chấp nhận kháng cáo của bị đơn, giữ nguyên bản án sơ thẩm",https://congbobanan.toaan.gov.vn/5ta1884090t1cvn/881_2024_DSPT_KHONG_2792024.pdf
Bản án:số 998 ngày 06/12/2024 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1884092t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng tín dụng,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Nguyên đơn khởi kiện yêu cầu bị đơn thực hiện nghĩa vụ trợ nợ theo hợp đồng tín dụng. Toà án cấp sơ thẩm và cấp phúc thẩm chấp nhận yêu cầu khởi kiện của nguyên đơn,https://congbobanan.toaan.gov.vn/5ta1884092t1cvn/998_2024_DSPT_KHONG_06122024.pdf
Bản án:số 1020 ngày 12/12/2024 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1884096t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về quyền sở hữu và các quyền khác đối với tài sản,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Nguyên đơn khởi kiện yêu cầu bị đơn thực hiện nghĩa vụ thanh toán theo hợp đồng mua bán trái phiếu. Toà án cấp sơ thẩm chấp nhận một phần yêu cầu khởi kiện về việc buộc bị đơn thực hiện nghĩa vụ thanh toán; không chấp nhận yêu cầu khởi kiện về việc buộc bị đơn và người có quyền lợi, nghĩa vụ liên quan liên đới. Toà án cấp phúc thẩm không chấp nhận kháng cáo; giữ nguyên bản án.",https://congbobanan.toaan.gov.vn/5ta1884096t1cvn/1020_2024_DSPT_KHONG_12122024.pdf
Bản án:số 1093 ngày 30/12/2024 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1884107t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Nguyên đơn khởi kiện yêu cầu bị đơn thực hiện nghĩa vụ trả nợ. Toà án cấp sơ thẩm chấp nhận yêu cầu khởi kiện của nguyên đơn. Toà án cấp phúc thẩm không chấp nhận yêu cầu kháng cáo; giữ nguyên bản án sơ thẩm,https://congbobanan.toaan.gov.vn/5ta1884107t1cvn/1093_2024_DSPT_KHONG_30122024.pdf
Bản án:số 105 ngày 05/08/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883959t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Phúc thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:y án sơ thẩm,https://congbobanan.toaan.gov.vn/5ta1883959t1cvn/BAPT_so_105_ngay_0582025.pdf
Bản án:số 114 ngày 12/08/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883981t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Phúc thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:tranh chấp chia tài sản sau ly hôn,https://congbobanan.toaan.gov.vn/5ta1883981t1cvn/BAPT_so_114_ngay_1282025.pdf
Bản án:số 23 ngày 23/06/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883961t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:tranh chấp ly hôn,https://congbobanan.toaan.gov.vn/5ta1883961t1cvn/BAST_so_23_ngay_1362025.pdf
Bản án:số 22 ngày 09/06/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883960t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:cho ly hôn,https://congbobanan.toaan.gov.vn/5ta1883960t1cvn/BAST_so_22_ngay_09625.pdf
Bản án:số 274 ngày 04/07/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883963t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Sơ thẩm,Không,Hôn nhân và gia đình,0,Thông tin về vụ/việc:tranh chấp ly hôn,https://congbobanan.toaan.gov.vn/5ta1883963t1cvn/BAST_so_274_ngay_0472025.pdf
Bản án:số 101 ngày 29/07/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883809t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Vụ án ly hôn về mâu thuẫn gia đình,Phúc thẩm,Không,Hôn nhân và gia đình,0,"Thông tin về vụ/việc:tranh chấp ly hôn, nuôi con",https://congbobanan.toaan.gov.vn/5ta1883809t1cvn/BAHNGDPT_so_101_ngay_2972025.pdf
Bản án:số 739 ngày 09/07/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883760t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp quyền sử dụng đất,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:bà H kiện ông K và bà X, yêu cầu Tòa án giải quyết  như sau: 
- Buộc vợ chồng ông Nguyễn Quang K, bà Nguyễn Thị X phải tháo dỡ, di dời các chòi lá, cây trồng và các công trình khác (đang dùng để buôn bán cà phê) để trả lại diện tích đất 335,9m2 tại thửa đất số 78, tờ bản đồ số 129, thị trấn L, huyện L, tỉnh Bà Rịa - Vũng Tàu (nay là xã L, Thành phố Hồ Chí Minh) cho bà Nguyễn Thị H. 
- Công nhận quyền sử dụng diện tích đất 335,9m2 tại thửa đất số 78, tờ bản đồ số 129, thị trấn L, huyện L, tỉnh Bà Rịa - Vũng Tàu (nay là xã L, Thành phố Hồ Chí Minh) cho bà Nguyễn Thị H.
- Chấm dứt hợp đồng thuê đất giữa bên cho thuê bà Nguyễn Thị H với bên thuê đất ông Nguyễn Quang K, bà Nguyễn Thị X đối với diện tích đất 335,9m2 tại thửa đất số 78, tờ bản đồ số 129, thị trấn L, huyện L, tỉnh Bà Rịa - Vũng Tàu (nay là xã L, Thành phố Hồ Chí Minh). Yêu cầu ông K, bà X tiếp tục trả tiền thuê đất tính từ tháng 10-2020 cho đến tháng 06-2024 là 44 tháng với giá thuê là 2.000.000 đồng/tháng tương đương với số tiền 88.000.000 đồng.",https://congbobanan.toaan.gov.vn/5ta1883760t1cvn/Ban_an_HK.pdf
Bản án:số 428/2025/HS-PT ngày 22/08/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883380t1cvn/chi-tiet-ban-an,"Nguyễn Văn H 260 - phạm tội vi phạm quy định về tham gia giao thông đường bộ 
                     (điều 260 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Không chấp nhận kháng cáo của bị cáo Nguyễn Văn H. 
Giữ nguyên Bản án hình sự sơ thẩm số 186/2025/HS-ST ngày 05/6/2025 của Tòa án nhân dân thành phố Dĩ An, tỉnh Bình Dương (nay là Tòa án nhân dân Khu vực 16 – Thành phố Hồ Chí Minh) về hình phạt đối với bị cáo Nguyễn Văn H như sau:
Căn cứ điểm a khoản 1 Điều 260; các điểm b, s khoản 1 và khoản 2 Điều 51; Điều 38 Bộ luật Hình sự.
Xử phạt bị cáo Nguyễn Văn H 01 (một) năm 09 (chín) tháng tù về tội “Vi phạm quy định về tham gia giao thông đường bộ”. Thời hạn chấp hành hình phạt tù tính từ ngày 11/4/2025.",https://congbobanan.toaan.gov.vn/5ta1883380t1cvn/BAPT_NGUYEN_VAN_HAI_260.pdf
Bản án:số 803 ngày 24/07/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883334t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Giữ nguyên bản án,https://congbobanan.toaan.gov.vn/5ta1883334t1cvn/803DSPTKHONG2025.pdf
Bản án:số 905 ngày 13/08/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883348t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Giữ nguyên bản án,https://congbobanan.toaan.gov.vn/5ta1883348t1cvn/905DSPTKHONG2025.pdf
Bản án:số 427/2025/HS-PT ngày 22/08/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883352t1cvn/chi-tiet-ban-an,"Lê Tuấn T 255, 251, 249 - phạm tội tổ chức sử dụng trái phép chất ma túy 
                     (điều 255 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:. Không chấp nhận kháng cáo của bị cáo Lê Tuấn T. 
Giữ nguyên Bản án hình sự sơ thẩm số 98/2025/HS-ST ngày 05/6/2025 của Tòa án nhân dân thành phố Thủ Dầu Một, tỉnh Bình Dương (nay là Tòa án nhân dân Khu vực 15 – Thành phố Hồ Chí Minh) về hình phạt đối với bị cáo Lê Tuấn T như sau:
Căn cứ các điểm b, c khoản 2 Điều 255; điểm b khoản 2 Điều 251; điểm c khoản 1 Điều 249; Điều 38; Điều 58; Điều 55 của Bộ luật Hình sự. 
Xử phạt bị cáo Lê Tuấn T 08 (tám) năm 06 (sáu) tháng tù về tội “Tổ chức sử dụng trái phép chất ma tuý”,  08 (tám) năm 06 (sáu) tháng tù về tội “Mua bán trái phép chất ma túy”, 02 (hai) năm 03 (ba) tháng tù về tội “Tàng trữ trái phép chất ma tuý”. Tổng hợp hình phạt buộc bị cáo Lê Tuấn T phải chấp hành hình phạt chung là 19 (mười chín) năm 03 (ba) tháng tù. Thời hạn chấp hành hình phạt tù tính từ ngày 18/6/2024.",https://congbobanan.toaan.gov.vn/5ta1883352t1cvn/BAPT_LE_TUAN_TAI_255_251_249.pdf
Bản án:số 73/2025/LĐ-PT ngày 12/08/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883152t1cvn/chi-tiet-ban-an,"Quan hệ pháp luật:Tranh chấp về bồi thường thiệt hại, trợ cấp khi chấm dứt hợp đồng lao động",Phúc thẩm,Không,Lao động,0,Thông tin về vụ/việc:Tranh chấp đơn phương chấm dứt hợp đồng lao động,https://congbobanan.toaan.gov.vn/5ta1883152t1cvn/sample_17.pdf
Bản án:số 763/2025/DS-PT ngày 17/07/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883133t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:tranh chấp hợp đồng hợp đồng vay tài sản và yêu cầu tuyên hợp đồng vô hiệu,https://congbobanan.toaan.gov.vn/5ta1883133t1cvn/sample_16_compressed.pdf
Bản án:số 11/2025/HSPT ngày 07/11/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883064t1cvn/chi-tiet-ban-an,"Đoàn Minh Tâm - phạm tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác 
                     (điều 134 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Không chấp nhận kháng cáo của bị cáo Đoàn Minh T, giữ nguyên bản án hình sự sơ thẩm số 556/2024/HSST ngày 05 tháng 11 năm 2024 của Tòa án nhân dân thành phố Thủ Đức, Thành phố Hồ Chí Minh.
-	Căn cứ vào điểm a khoản 1 Điều 134; điểm s khoản 1, khoản 2 Điều 51; Điều 38 Bộ luật Hình sự năm 2015, sửa đổi bổ sung năm 2017; 
Xử phạt bị cáo Đoàn Minh T 01 (một) năm tù về tội “Cố ý gây thương tích”. Thời hạn tù tính từ ngày 05/7/2024;",https://congbobanan.toaan.gov.vn/5ta1883064t1cvn/11_HSPT__DOAN_MINH_TAM.pdf
Bản án:số 10/2025/HSPT ngày 07/01/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883067t1cvn/chi-tiet-ban-an,"Trương Tấn Hưng - phạm tội đánh bạc 
                     (điều 321 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Chấp nhận một phần kháng cáo của bị cáo Trương Tấn H, sửa bản án hình sự sơ thẩm số 100/2024/HS-ST ngày 01/11/2024 của Tòa án nhân dân Quận 6, Thành phố Hồ Chí Minh;
- Căn cứ khoản 1 Điều 321; điểm i, s khoản 1, khoản 2 Điều 51; Điều 65 Bộ luật Hình sự năm 2015, sửa đổi bổ sung năm 2017; 
Xử phạt: Trương Tấn H 09 (chín) tháng tù về tội “Đánh bạc”, nH cho hưởng án treo, thời gian thử thách là 01 (một) năm 06 (sáu) tháng tính từ ngày 07 tháng 01 năm 2025.
 Giao bị cáo Trương Tấn H cho Ủy ban nhân dân Phường 9, Quận 6, Thành phố Hồ Chí Minh giám sát giáo dục trong thời gian thử thách. Trong thời gian thử thách, nếu bị cáo cố ý vi phạm nghĩa vụ theo quy định của Luật Thi hành án hình sự 02 lần trở lên, thì Tòa án có thể quyết định buộc bị cáo phải chấp hành hình phạt tù của bản án đã cho hưởng án treo. Trường hợp bị cáo thay đổi nơi cư trú thì thực hiện theo quy định của Luật Thi hành án hình sự.",https://congbobanan.toaan.gov.vn/5ta1883067t1cvn/10_HSPT___TRUONG_TAN_HUNG.pdf
Bản án:số 322/2025/HSPT ngày 29/07/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883071t1cvn/chi-tiet-ban-an,"Lê Minh Trung - phạm tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác 
                     (điều 134 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:- Căn cứ điểm a khoản 1 Điều 355; Điều 356 Bộ luật Tố tụng hình sự năm 2015. 
Không chấp nhận kháng cáo của bị cáo Lê Minh T, giữ nguyên bản án hình sự sơ thẩm số 129/2025/HSST ngày 06 tháng 5 năm 2025 của Tòa án nhân dân quận Bình Thạnh, Thành phố Hồ Chí Minh (Nay là Tòa án nhân dân khu vực 5).
-	Căn cứ điểm a, i khoản 1 Điều 134; điểm i,s khoản 1, khoản 2 Điều 51; Điều 38 Bộ luật Hình sự năm 2015, sửa đổi bổ sung năm 2017; 
Xử phạt bị cáo Lê Minh T 01 (một) năm 06 (Sáu) tháng tù về tội “Cố ý gây thương tích”. Thời hạn tù tính từ ngày 23/12/2024;",https://congbobanan.toaan.gov.vn/5ta1883071t1cvn/322_HSPT_LE_MINH_TRUNG__PH.pdf
Bản án:số 192/2025/HSST ngày 22/04/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883072t1cvn/chi-tiet-ban-an,"Trần Nhật Vĩnh và đp - phạm tội mua bán trái phép chất ma túy 
                     (điều 251 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:- Căn cứ điểm c khoản 3, khoản 5 Điều 251; Điều 38 ; điểm g khoản 1 Điều 52; điểm s khoản 1, khoản 2 Điều 51 Bộ luật Hình sự năm 2015 sửa đổi bổ sung năm 2017.
           Xử phạt: Bị cáo Trần Nhật V  15 (Mười lăm) năm 06 (Sáu) tháng tù về tội “Mua bán trái phép chất ma túy”. Thời hạn chấp hành hình phạt tù tính từ ngày 28/4/2023. 
           Phạt bổ sung bị cáo Trần Nhật V 20.000.000 (Hai mươi triệu) đồng, sung ngân sách nhà nước.  
           - Căn cứ điểm c khoản 3, khoản 5 Điều 251; Điều 38 ; điểm g khoản 1 Điều 52; điểm s khoản 1 Điều 51, Điều 58 Bộ luật Hình sự năm 2015 sửa đổi bổ sung năm 2017.
Xử phạt: Bị cáo Trần Trí Minh S  15 (Mười lăm) năm tù về tội “Mua bán trái phép chất ma túy”. Thời hạn chấp hành hình phạt tù tính từ ngày 28/4/2023. 
Phạt bổ sung bị cáo Trần Trí Minh S 10.000.000 (Mười triệu) đồng, sung ngân sách nhà nước.  
           - Căn cứ điểm k khoản 2, khoản 5 Điều 251; Điều 38; điểm g khoản 1 Điều 52; điểm s khoản 1, khoản 2 Điều 51 Bộ luật Hình sự năm 2015 sửa đổi bổ sung năm 2017.
           Xử phạt: Bị cáo Lưu Thị T 07 (Bảy) năm tù về tội “Mua bán trái phép chất ma túy”. Thời hạn chấp hành hình phạt tù tính từ ngày 30/4/2023. 
Phạt bổ sung bị cáo Lưu Thị T 10.000.000 (Mười triệu) đồng, sung ngân sách nhà nước.",https://congbobanan.toaan.gov.vn/5ta1883072t1cvn/192_HSST_TRAN_NHAT_VINH_VA_DP.pdf
Bản án:số 139/2025/HS-PT ngày 04/04/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883081t1cvn/chi-tiet-ban-an,"Trần Minh Thư - phạm tội trộm cắp tài sản 
                     (điều 173 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Căn cứ điểm a khoản 1 Điều 355; Điều 356 Bộ luật Tố tụng hình sự năm 2015; áp dụng khoản 1 Điều 173; điểm b, i, s khoản 1, khoản 2  Điều 51 Bộ luật Hình sự năm 2015, được sửa đổi, bổ sung năm 2017; không chấp nhận kháng cáo của bị cáo Trần Minh T, giữ nguyên bản án hình sự sơ thẩm số 07/2025/HSST ngày 08 tháng 01 năm 2025 của Tòa án nhân dân Quận 12, Thành phố Hồ Chí Minh; Xử phạt Trần Minh T 01 (một) năm 03 (ba) tháng tù về tội “Trộm cắp tài sản”. Thời hạn chấp hành hình phạt tù tính từ ngày bắt bị cáo thi hành án.",https://congbobanan.toaan.gov.vn/5ta1883081t1cvn/139_HSPT__TRAN_MINH_THU.pdf
Bản án:số 242/2025/HSST ngày 16/05/2025 của TAND TP. Hồ Chí Minh(28.08.2025),https://congbobanan.toaan.gov.vn/2ta1883085t1cvn/chi-tiet-ban-an,"Bùi Thanh Hoàng Triều - phạm tội mua bán trái phép chất ma túy 
                     (điều 251 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:- Căn cứ điểm h khoản 3, khoản 5 Điều 251; điểm s khoản 1, khoản 2 Điều 51, điểm g khoản 1 Điều 52; Điều 38 Bộ luật Hình sự năm 2015 sửa đổi bổ sung năm 2017.
           Xử phạt: Bị cáo Bùi Thanh Hoàng T 16 (Mười sáu) năm tù về tội “Mua bán trái phép chất ma túy” . Thời hạn chấp hành hình phạt tù tính từ ngày 05/02/2024. 
           Phạt bổ sung bị cáo Bùi Thanh Hoàng T 5.000.000 (Năm triệu) đồng, sung ngân sách nhà nước.",https://congbobanan.toaan.gov.vn/5ta1883085t1cvn/242_HSST__BUI_THANH_HOANG_TRIEU.pdf
